,Product Name,Description,Price,Ratings,Brand,Model,Processor,Display Size,RAM,Storage,GPU,OS,Warranty
377,Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹70,250",4.0,Lenovo,ThinkPad E14 Intel,Intel Core i5,35.56 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
378,MSI Pulse 17 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display2 Year Onsite Warranty,"₹1,18,999",4.8,MSI,Pulse 17 Intel,Intel Core i7,43.94 cm,16 GB DDR5,1 TB SSD,Not Found,Windows 11,2 Year Onsite Warranty
379,HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 14-ec0000AX...,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation1 Year Onsite Warranty","₹55,849",4.1,HP,Pavilion AMD Ryzen,AMD Ryzen 5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
380,WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/...,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹39,999",4.0,WINGS,Nuvobook Pro Aluminium,Intel Core i7,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
381,Lenovo THINKPAD E14 GEN 5 - AMD Ryzen 5 7th Gen - 7430U Processor [Base Clock 2.3 GHz / Max Boost Cloc...,AMD Ryzen 5 Processor (7th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 YEAR,"₹51,499",,Lenovo,THINKPAD E14 GEN,AMD Ryzen 5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
382,HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,"AMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty","₹24,750",3.0,HP,15 G10 (2025),AMD Athlon,39.62 cm,8 GB DDR4,256 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
383,Lenovo V 14 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light...,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Warranty","₹31,490",4.3,Lenovo,V 14 (2025),Intel Core i3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty
384,HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s-EQ2084AU Laptop,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year warranty,"₹49,990",4.0,HP,AMD Ryzen 7,AMD Ryzen 7,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year warranty
385,ASUS Zenbook Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PP555WS Notebook,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,"₹91,332",4.2,ASUS,Zenbook Intel Core,Other,35.56 cm,16 GB LPDDR5,1 TB SSD,Not Found,Windows 11 Home,20211 Year Onsite Warranty
386,ASUS Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹91,990",,ASUS,Intel Core i7,Intel Core i7,39.62 cm,16 GB DDR4,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
387,ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Hom...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,"₹64,990",4.4,ASUS,Vivobook S 14,Intel Core i5,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
388,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹52,990",4.2,Acer,Aspire 7 Intel,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
389,Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphic...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹92,999",4.5,Lenovo,IdeaPad Gaming 3,Intel Core i7,40.64 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
390,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW),"₹1,59,999",4.5,Acer,Predator Neo Intel,Intel Core i7,40.64 cm,16 GB DDR5,1 TB SSD,Not Found,Windows 11,1 Year International Travelers Warranty (ITW)
391,HP G9 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/DOS) 841W6PA Thin and Light Laptop,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMDOS Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,"₹28,200",3.9,HP,G9 AMD Ryzen,AMD Ryzen 3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Not Found,1 Year Carry-in Warranty
392,MSI Katana 15 Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i9 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,"₹1,17,990",4.4,MSI,Katana 15 Intel,Intel Core i9,39.62 cm,16 GB DDR5,1 TB SSD,Not Found,Windows 11,2 Year Carry-in Warranty
393,Lenovo V14 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V14 Business Laptop,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Carry In,"₹38,990",3.9,Lenovo,V14 Intel Core,Intel Core i5,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Carry In
394,HP Intel Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-EW0153TU Thin and Light Laptop,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) Display1 year Warranty,"₹96,990",,HP,Intel Core i7,Intel Core i7,35.56 cm,16 GB LPDDR5,1 TB SSD,Not Found,Windows 11 Home,Not Found
395,ASUS ROG Strix G16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,Intel Core i9 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite warranty,"₹1,99,990",3.8,ASUS,ROG Strix G16,Intel Core i9,40.64 cm,16 GB DDR5,1 TB SSD,Not Found,Windows 11,1 Year Onsite warranty
396,HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 year Manufacturer,"₹87,999",3.9,HP,Pavilion x360 Intel,Intel Core i7,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
397,Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Light...,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty","₹34,990",,Lenovo,V 15 (2025),AMD Ryzen 5,39.62 cm,8 GB LPDDR5,512 GB SSD,Not Found,Windows 11 Home,1 Year Onsite Warranty
398,MSI Modern 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-291IN Th...,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,"₹43,990",4.2,MSI,Modern 15 Intel,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Carry-in Warranty
399,walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMWindows 11 Operating System128 GB SSD35.81 cm (14.1 inch) Display1 Year Onsite Warranty,"₹12,980",3.7,walker,Intel Celeron Dual,Intel Celeron,35.81 cm,4 GB LPDDR4,128 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
400,Acer Aspire 5 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light ...,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, Acer Configuration Manager1 Year International Travelers Warranty (ITW)","₹35,000",4.1,Acer,Aspire 5 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year International Travelers Warranty (ITW)
401,HP Pavilion Plus Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14-eh1022TU Thin an...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹71,990",4.2,HP,Pavilion Plus Intel,Intel Core i5,35.56 cm,16 GB LPDDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
402,Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMDOS Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayDOS1 Year Onsite Warranty,"₹31,490",3.9,Lenovo,Intel Intel Core,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Not Found,1 Year Onsite Warranty
403,HP 15s Intel Core i3 10th Gen 1005G1 - (4 GB/512 GB SSD/Windows 10 Home) 15s-fr1004tu Thin and Light L...,"Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Support Assistant, HP Recovery Manager, HP Documentation, HP Sure Connect, HP JumpStart, HP Audio Switch, HP ePrint, Dropbox1 Year Onsite Warranty","₹46,220",4.4,HP,15s Intel Core,Intel Core i3,39.62 cm,4 GB DDR4,512 GB SSD,Not Found,Windows 10,1 Year Onsite Warranty
404,HP 14R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light La...,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty","₹32,289",,HP,14R (2025) Intel,Intel Core i3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
405,HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 15-fd1099TU Thin and Light Laptop,Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,"₹67,990",3.3,HP,Intel Core Ultra,Other,39.62 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite warranty
406,ASUS Chromebook Flip Touch Intel Celeron Dual Core N4020 - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-...,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty,"₹17,990",4.0,ASUS,Chromebook Flip Touch,Intel Celeron,29.46 cm,4 GB LPDDR4,Not Found,Not Found,Not Found,1 Year Onsite Warranty
407,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,"₹54,990",4.3,HP,Victus Intel Core,Intel Core i5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
408,Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite,"₹25,990",4.1,Lenovo,IdeaPad 1 Intel,Intel Celeron,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Yr. Onsite
409,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹71,990",4.3,Lenovo,IdeaPad Gaming 3,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
410,SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1IN / NP750XGK-L...,Intel Core 5 Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹55,990",4.4,SAMSUNG,Galaxy Book4 Intel,Other,39.62 cm,8 GB LPDDR4,512 GB SSD,Not Found,Windows 11,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
411,HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 ...,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 year domestic,"₹59,990",3.6,HP,AMD Ryzen 5,AMD Ryzen 5,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,Not Found
412,HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,"₹52,999",4.2,HP,AMD Ryzen 7,AMD Ryzen 7,35.56 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
413,HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Lap...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹38,990",4.2,HP,15s Intel Core,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
414,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ328WS Thin...,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹49,990",4.1,ASUS,Vivobook 15 Intel,Intel Core i3,39.62 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
415,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty","₹74,990",4.7,Apple,MacBook AIR Apple,Other,34.54 cm,8 GB ,256 GB SSD,Not Found,Not Found,1 Year Limited Warra­nty
416,Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹57,990",4.3,Acer,Aspire 7 Intel,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
417,Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) 82FG014DIN|8...,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student1 Year Warranty,"₹97,890",4.4,Lenovo,IdeaPad Slim 5i,Intel Core i5,39.62 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Warranty
418,ASUS Chromebook Touch Intel Celeron Dual Core N3350 - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ052...,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty,"₹17,690",3.9,ASUS,Chromebook Touch Intel,Intel Celeron,35.56 cm,4 GB LPDDR4,Not Found,Not Found,Not Found,1 Year Onsite Warranty
419,HP Victus AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"₹56,990",4.3,HP,Victus AMD Ryzen,AMD Ryzen 5,39.62 cm,8 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
420,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW),"₹1,09,990",4.4,Acer,Predator Neo Intel,Intel Core i7,40.64 cm,16 GB DDR5,512 GB SSD,Not Found,Windows 11,1 Year International Travelers Warranty (ITW)
421,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,"₹66,490",4.2,ASUS,Vivobook 16X for,Intel Core i5,40.64 cm,16 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Warranty
422,DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Lapto...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Hardware Service,"₹34,990",3.6,DELL,Intel Core i3,Intel Core i3,35.56 cm,8 GB DDR4,512 GB SSD,Not Found,Windows 11,1 Year Onsite Hardware Service
423,SAMSUNG Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows...,Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty,"₹1,95,990",4.8,SAMSUNG,Galaxy Book5 Pro,Other,40.64 cm,32 GB LPDDR5,1 TB SSD,Not Found,Windows 11,1 Year Onsite Warranty
